seed_4_1_1.xosc,4,0.052264996,0.113361351191998,0,0.381460458040237,0.1759519875049591
seed_4_1_1.xosc,4,0.073872425,0.164452269673347,0,0.368039280176163,0.3384711444377899
seed_4_1_1.xosc,4,0.043854807,0.133038982748985,0,0.354112297296524,0.3156915307044983
seed_4_1_1.xosc,4,0.062100396,0.128188505768776,0,0.338191628456116,0.3328102827072144
seed_4_1_1.xosc,4,0.079944864,0.153339967131615,0,0.322109550237656,0.22036805748939514
seed_4_1_1.xosc,4,0.038422488,0.125907063484192,0,0.304577827453613,0.11080089211463927
seed_4_1_1.xosc,4,0.07876418,0.12895305454731,0,0.287785112857819,0.07387271523475647
seed_4_1_1.xosc,4,0.05407144,0.149375110864639,0,0.269341915845871,0.1609017848968506
seed_4_1_1.xosc,4,0.06730789,0.0963179469108582,0,0.231799066066742,0.2310319244861603
seed_4_1_1.xosc,4,0.05713039,0.120624519884586,0,0.212831020355225,0.16742165386676788
seed_4_1_1.xosc,4,0.026403267,0.0875715538859367,0,0.194133624434471,0.10106863081455232
seed_4_1_1.xosc,4,0.007156112,0.134431436657906,0,0.175951987504959,0.060389358550310135
seed_4_1_1.xosc,4,0.0127798105,0.14084680378437,0,0.158452972769737,0.2608083784580231
seed_4_1_1.xosc,4,0.026660595,0.111841507256031,0,0.141891956329346,0.09542474150657654
seed_4_1_1.xosc,4,0.035904333,0.0819957405328751,0,0.126297786831856,0.3815162777900696
seed_4_1_1.xosc,4,0.0669064,0.167268469929695,0,0.0984121933579445,0.14502666890621185
seed_4_1_1.xosc,4,0.03481011,0.178677558898926,1,0.0866529643535614,0.5312342047691345
seed_4_1_1.xosc,4,0.076162204,0.185852542519569,0,0.0761342495679855,0.2848385274410248
seed_4_1_1.xosc,4,0.051989663,0.174965068697929,0,0.0671054422855377,0.07288766652345657
seed_4_1_1.xosc,4,0.028606249,0.166155472397804,0,0.0589870028197765,0.07973286509513855
seed_4_1_1.xosc,4,0.055706453,0.189383789896965,0,0.0519124418497086,0.2716500163078308
seed_4_1_1.xosc,4,0.070820294,0.173963025212288,0,0.33847114443779,0.07462869584560394
seed_4_1_1.xosc,4,0.04936957,0.169179290533066,0,0.294775873422623,0.31959646940231323
