frame_id,predict_steering_angle,steering_angle_change,seed,class
29391353.png,0.301584452390671,0.2205006182193756,1,0
29391354.png,0.342616200447083,0.2940467596054077,1,0
29391355.png,0.345367670059204,0.30420196056365967,1,0
29391356.png,0.278185606002808,0.24570336937904358,1,0
29391357.png,0.27181601524353,0.2856566607952118,1,0
29391358.png,0.212353348731995,0.26541751623153687,1,0
29391359.png,0.174133166670799,0.23451395332813263,1,0
29391360.png,0.182419195771217,0.23378902673721313,1,0
29391361.png,0.180079132318497,0.22296419739723206,1,0
29391362.png,0.179420128464699,0.26439815759658813,1,0
29391363.png,0.207049876451492,0.24783842265605927,1,0
29391364.png,0.16175565123558,0.22603155672550201,1,0
29391365.png,0.123877428472042,0.1957336664199829,1,0
29391366.png,0.151751562952995,0.1806803047657013,1,0
29391367.png,0.181857779622078,0.2310483157634735,1,0
29391368.png,0.0541706793010235,0.1613379865884781,1,0
29391369.png,0.109608024358749,0.1503322273492813,1,0
29391370.png,0.198130145668983,0.17022010684013367,1,0
29391371.png,0.153709888458252,0.14698264002799988,1,0
29391372.png,0.182035595178604,0.15926434099674225,1,0
29391373.png,0.23939748108387,0.19395124912261963,1,0
29391374.png,0.345367670059204,0.2742747664451599,1,0
29391375.png,0.322692066431046,0.2670697569847107,1,0
29391376.png,0.254222840070724,0.19451770186424255,1,0
29391377.png,0.249135226011276,0.18896080553531647,1,0
29391378.png,0.250355154275894,0.18773582577705383,1,0
29391379.png,0.179814338684082,0.2134661078453064,1,0
29391380.png,0.171073511242867,0.2390321046113968,1,0
29391381.png,0.182497456669807,0.2518644630908966,1,0
29391382.png,0.108922950923443,0.18305258452892303,1,0
29391383.png,0.16035795211792,0.19641220569610596,1,0
29391384.png,0.224723592400551,0.18751080334186554,1,0
29391385.png,0.345367670059204,0.23756733536720276,1,0
29391386.png,0.334617555141449,0.3237111568450928,1,0
29391387.png,0.272979944944382,0.30118921399116516,1,0
29391388.png,0.141998812556267,0.2845277190208435,1,1
29391389.png,0.121795848011971,0.2566440999507904,1,1
29391390.png,0.155554547905922,0.21442006528377533,1,0
29391391.png,0.221512630581856,0.22042575478553772,1,0
29391392.png,0.204882383346558,0.25904029607772827,1,0
29391393.png,0.116160996258259,0.1844191998243332,1,0
29391394.png,0.120345540344715,0.18333393335342407,1,0
29391395.png,0.190202042460442,0.267904669046402,1,0
29391396.png,0.260530591011047,0.31131982803344727,1,0
29391397.png,0.322409719228744,0.3453676700592041,1,0
29391398.png,0.225129008293152,0.2986777722835541,1,0
29391399.png,0.18915006518364,0.22789344191551208,1,0
29391400.png,0.0785286724567413,0.22386464476585388,1,1
29391401.png,0.102339826524258,0.23720602691173553,1,1
29391402.png,0.0625815540552139,0.2014254927635193,1,1
29391403.png,0.0526815354824066,0.1863010674715042,1,1
29391404.png,0.1123978048563,0.24181106686592102,1,1
29391405.png,0.203044965863228,0.32164227962493896,1,0
29391406.png,0.302190154790878,0.2533051669597626,1,0
29391407.png,0.279590100049973,0.26520049571990967,1,0
29391408.png,0.187042832374573,0.20900626480579376,1,0
29391409.png,0.213542580604553,0.20229077339172363,1,0
29391410.png,0.203874066472054,0.2463517189025879,1,0
29391411.png,0.199416801333427,0.2999142110347748,1,0
29391412.png,0.116038359701633,0.26301309466362,1,1
29391413.png,0.142969697713852,0.2536739408969879,1,0
29391414.png,0.186776667833328,0.2676195204257965,1,0
29391415.png,0.169233247637749,0.21583808958530426,1,0
29391416.png,0.259100139141083,0.23977895081043243,1,0
29391417.png,0.344311535358429,0.24549947679042816,1,0
29391418.png,0.345367670059204,0.2671140134334564,1,0
29391419.png,0.259938061237335,0.21353937685489655,1,0
29391420.png,0.193512499332428,0.17915548384189606,1,0
29391421.png,0.196850419044495,0.2547907829284668,1,0
29391422.png,0.196558743715286,0.23790128529071808,1,0
29391423.png,0.189355239272118,0.24560342729091644,1,0
29391424.png,0.130982652306557,0.19991567730903625,1,0
29391425.png,0.0445855893194675,0.14012128114700317,1,0
29391426.png,0.0715045109391212,0.14196817576885223,1,0
29391427.png,0.0989040285348892,0.20777206122875214,1,0
29391428.png,0.219498723745346,0.17211951315402985,1,0
29391429.png,0.249796718358994,0.1844651997089386,1,0
29391430.png,0.128999292850494,0.17898190021514893,1,0
29391431.png,0.166209727525711,0.1915677785873413,1,0
29391432.png,0.133781626820564,0.1571141928434372,1,0
29391433.png,0.118389382958412,0.1375361531972885,1,0
29391434.png,0.114787690341473,0.14049237966537476,1,0
29391435.png,0.0765999108552933,0.12426282465457916,1,0
29391436.png,0.0567355789244175,0.06375643610954285,1,0
29391437.png,0.0939906910061836,0.06537992507219315,1,0
29391438.png,0.158798977732658,0.15169082581996918,1,0
29391439.png,0.178468972444534,0.16513948142528534,1,0
29391440.png,0.126648977398872,0.17692872881889343,1,0
29391441.png,0.0715148076415062,0.14447252452373505,1,0
29391442.png,-0.0462892837822437,0.07103327661752701,1,0
29391443.png,-0.0381124652922153,0.10041100531816483,1,1
29391444.png,-0.0613477863371372,0.09478592127561569,1,1
29391445.png,0.00780009245499969,0.0774247795343399,1,0
29391446.png,0.0763333588838577,0.07506316155195236,1,0
29391447.png,0.0712628811597824,0.06305085867643356,1,0
29391448.png,0.0816182717680931,0.0978153795003891,1,0
29391449.png,0.0513223968446255,0.13895957171916962,1,0
29391450.png,0.0695519968867302,0.11041796207427979,1,0
29391451.png,0.0703608244657517,0.08717472106218338,1,0
