frame_id,predict_steering_angle,steering_angle_change,seed,class
29391353.png,0.113361351191998,0.05887465924024582,1,0
29391354.png,0.164452269673347,0.07956137508153915,1,0
29391355.png,0.133038982748985,0.08676125109195709,1,0
29391356.png,0.128188505768776,0.06796978414058685,1,0
29391357.png,0.153339967131615,0.10532502084970474,1,0
29391358.png,0.125907063484192,0.08783918619155884,1,0
29391359.png,0.12895305454731,0.10278938710689545,1,0
29391360.png,0.149375110864639,0.07502172142267227,1,0
29391361.png,0.0963179469108582,0.0691584125161171,1,0
29391362.png,0.120624519884586,0.06703459471464157,1,0
29391363.png,0.0875715538859367,0.06943583488464355,1,0
29391364.png,0.134431436657906,0.08121062070131302,1,0
29391365.png,0.14084680378437,0.03247081860899925,1,0
29391366.png,0.111841507256031,0.04991431534290314,1,0
29391367.png,0.0819957405328751,0.05531454086303711,1,0
29391368.png,0.167268469929695,0.03781735524535179,1,0
29391369.png,0.178677558898926,0.05476287007331848,1,0
29391370.png,0.185852542519569,0.10435459017753601,1,0
29391371.png,0.174965068697929,0.08652553707361221,1,0
29391372.png,0.166155472397804,0.07949142158031464,1,0
29391373.png,0.189383789896965,0.07488809525966644,1,0
29391374.png,0.173963025212288,0.03540213406085968,1,0
29391375.png,0.169179290533066,0.03430839255452156,1,0
29391376.png,0.13532991707325,0.04934631288051605,1,0
29391377.png,0.141027078032494,0.05634523183107376,1,0
29391378.png,0.13792659342289,0.07363612949848175,1,0
29391379.png,0.178006932139397,0.09054479002952576,1,0
29391380.png,0.168641403317451,0.06643880903720856,1,0
29391381.png,0.140230432152748,0.1057627722620964,1,0
29391382.png,0.164930254220963,0.09949028491973877,1,0
29391383.png,0.140115231275558,0.07325147837400436,1,0
29391384.png,0.167612954974175,0.07732559740543365,1,0
29391385.png,0.175908073782921,0.0865037813782692,1,0
29391386.png,0.174549326300621,0.1095632016658783,1,0
29391387.png,0.158112362027168,0.08771620690822601,1,0
29391388.png,0.201765522360802,0.08269507437944412,1,0
29391389.png,0.155585572123528,0.09587930887937546,1,0
29391390.png,0.104468137025833,0.09883934259414673,1,0
29391391.png,0.103184320032597,0.07841039448976517,1,0
29391392.png,0.0732459127902985,0.05677993223071098,1,0
29391393.png,0.124510310590267,0.07831650972366333,1,0
29391394.png,0.12557290494442,0.08070287853479385,1,0
29391395.png,0.176480531692505,0.13112632930278778,1,0
29391396.png,0.127167195081711,0.1367928832769394,1,0
29391397.png,0.0970152392983437,0.1376517117023468,1,0
29391398.png,0.123004339635372,0.12868179380893707,1,0
29391399.png,0.0948566421866417,0.05371806025505066,1,0
29391400.png,0.094555526971817,0.015302096493542194,1,0
29391401.png,0.128582432866097,0.0780443400144577,1,0
29391402.png,0.121636353433132,0.0633048489689827,1,0
29391403.png,0.0658477321267128,0.07313265651464462,1,0
29391404.png,0.0886306241154671,0.08842635154724121,1,0
29391405.png,0.095013290643692,0.029400581493973732,1,0
29391406.png,0.0974398329854012,0.033786334097385406,1,0
29391407.png,0.0689472705125809,0.06639949977397919,1,0
29391408.png,0.128905951976776,0.08721945434808731,1,0
29391409.png,0.151906847953796,0.05630579963326454,1,0
29391410.png,0.156147256493568,0.06341752409934998,1,0
29391411.png,0.118978433310986,0.09806142002344131,1,0
29391412.png,0.0999285876750946,0.09751423448324203,1,0
29391413.png,0.102704733610153,0.07705292105674744,1,0
29391414.png,0.140077993273735,0.10989369451999664,1,0
29391415.png,0.0710225626826286,0.06914008408784866,1,0
29391416.png,0.14289453625679,0.06563987582921982,1,0
29391417.png,0.0858250856399536,0.08913649618625641,1,0
29391418.png,0.125289484858513,0.12991006672382355,1,0
29391419.png,0.144601598381996,0.11661574244499207,1,0
29391420.png,0.148345097899437,0.10298693180084229,1,0
29391421.png,0.158034577965736,0.12781518697738647,1,0
29391422.png,0.13691321015358,0.11121337115764618,1,0
29391423.png,0.168907850980759,0.076814204454422,1,0
29391424.png,0.210126459598541,0.09507961571216583,1,0
29391425.png,0.169249817728996,0.09348089247941971,1,0
