seed_name,operator,cur_predict_angle,ori_predict_angle,is_err,ori_carla_angle,cur_carla_angle
seed_0_1_1.xosc,0,0.30720505,0.301584452390671,0,0.381460458040237,0.1584529727697372
seed_0_1_1.xosc,0,0.33945113,0.342616200447083,0,0.368039280176163,0.2502934038639068
seed_0_1_1.xosc,0,0.3397326,0.345367670059204,0,0.354112297296524,0.0703227221965789
seed_0_1_1.xosc,0,0.2933178,0.278185606002808,0,0.338191628456116,0.0739996805787086
seed_0_1_1.xosc,0,0.2818112,0.27181601524353,0,0.322109550237656,0.3716954588890075
seed_0_1_1.xosc,0,0.20528363,0.212353348731995,0,0.304577827453613,0.3340055048465729
seed_0_1_1.xosc,0,0.16740954,0.174133166670799,0,0.287785112857819,0.1051939874887466
seed_0_1_1.xosc,0,0.17985262,0.182419195771217,0,0.269341915845871,0.0142937060445547
seed_0_1_1.xosc,0,0.18047321,0.180079132318497,0,0.231799066066742,0.0195096433162689
seed_0_1_1.xosc,0,0.18489073,0.179420128464699,0,0.212831020355225,0.0566948056221008
seed_0_1_1.xosc,0,0.21116854,0.207049876451492,0,0.194133624434471,0.5249059200286865
seed_0_1_1.xosc,0,0.14703296,0.16175565123558,0,0.175951987504959,0.3156799077987671
seed_0_1_1.xosc,0,0.10361918,0.123877428472042,0,0.158452972769737,0.217222511768341
seed_0_1_1.xosc,0,0.18408266,0.151751562952995,0,0.141891956329346,0.1489297747611999
seed_0_1_1.xosc,0,0.1721162,0.181857779622078,0,0.126297786831856,0.0475885495543479
seed_0_1_1.xosc,0,0.064013965,0.0541706793010235,0,0.0984121933579445,0.3220714330673218
seed_0_1_1.xosc,0,0.10398747,0.109608024358749,0,0.0866529643535614,0.1454261988401413
seed_0_1_1.xosc,0,0.17944352,0.198130145668983,0,0.0761342495679855,0.1037914305925369
seed_0_1_1.xosc,0,0.13068533,0.153709888458252,0,0.0671054422855377,0.0794098451733589
seed_0_1_1.xosc,0,0.17619103,0.182035595178604,0,0.0589870028197765,0.5337972640991211
seed_0_1_1.xosc,0,0.2395292,0.23939748108387,0,0.0519124418497086,0.2205776870250702
seed_0_1_1.xosc,0,0.34536767,0.345367670059204,0,0.33847114443779,0.1094662770628929
seed_0_1_1.xosc,0,0.30254388,0.322692066431046,0,0.294775873422623,0.0465574003756046
seed_0_1_1.xosc,0,0.2661826,0.254222840070724,0,0.250293403863907,0.3210889399051666
seed_0_1_1.xosc,0,0.24532658,0.249135226011276,0,0.208629935979843,0.2251557409763336
seed_0_1_1.xosc,0,0.22671632,0.250355154275894,0,0.170304179191589,0.1563287675380706
seed_0_1_1.xosc,0,0.16927926,0.179814338684082,0,0.140048816800118,0.0932646989822387
seed_0_1_1.xosc,0,0.13608785,0.171073511242867,0,0.111233651638031,0.0857262685894966
seed_0_1_1.xosc,0,0.1438892,0.182497456669807,0,0.0918344855308533,0.5170824527740479
seed_0_1_1.xosc,0,0.10136722,0.108922950923443,0,0.0692931562662125,0.3707122206687927
seed_0_1_1.xosc,0,0.13078192,0.16035795211792,0,0.0418094173073769,0.1969885677099228
seed_0_1_1.xosc,0,0.2209881,0.224723592400551,0,0.515595555305481,0.171116441488266
seed_0_1_1.xosc,0,0.34536767,0.345367670059204,0,0.361490190029144,0.0826776847243309
seed_0_1_1.xosc,0,0.32526633,0.334617555141449,0,0.315691530704498,0.0746805891394615
seed_0_1_1.xosc,0,0.30629328,0.272979944944382,0,0.261855244636536,0.0700912177562713
seed_0_1_1.xosc,0,0.1477338,0.141998812556267,0,0.219518885016441,0.0813130959868431
seed_0_1_1.xosc,0,0.13950875,0.121795848011971,0,0.17494709789753,0.0436969324946403
seed_0_1_1.xosc,0,0.18067932,0.155554547905922,0,0.144473284482956,0.046478696167469
seed_0_1_1.xosc,0,0.2123744,0.221512630581856,0,0.092827707529068,0.3804039657115936
seed_0_1_1.xosc,0,0.19992799,0.204882383346558,0,0.070322722196579,0.1647964417934417
seed_0_1_1.xosc,0,0.11476416,0.116160996258259,0,0.059144489467144,0.0574465170502662
seed_0_1_1.xosc,0,0.11486569,0.120345540344715,0,0.0434392429888248,0.0266845822334289
seed_0_1_1.xosc,0,0.18081586,0.190202042460442,0,0.54011082649231,0.0013664634898304
seed_0_1_1.xosc,0,0.24746642,0.260530591011047,0,0.380629777908325,-0.0012175147421658
seed_0_1_1.xosc,0,0.31472796,0.322409719228744,0,0.332810282707214,0.0031651742756366
seed_0_1_1.xosc,0,0.19896086,0.225129008293152,0,0.27629154920578,-0.0036797570064663
seed_0_1_1.xosc,0,0.16920345,0.18915006518364,0,0.184063106775284,0.0
seed_0_1_1.xosc,0,0.07086647,0.0785286724567413,0,0.151635721325874,0.0024622417986392
seed_0_1_1.xosc,0,0.09133338,0.102339826524258,0,0.117751032114029,-0.0034821359440684
seed_0_1_1.xosc,0,0.026564645,0.0625815540552139,0,0.0972349345684052,0.0007029324769973
seed_0_1_1.xosc,0,0.031742945,0.0526815354824066,0,0.0739996805787087,0.0
seed_0_1_1.xosc,0,0.116587974,0.1123978048563,0,0.0624076463282108,0.0007029324769973
seed_0_1_1.xosc,0,0.19453819,0.203044965863228,0,0.533429622650147,-0.0007029324769973
seed_0_1_1.xosc,0,0.3020446,0.302190154790878,0,0.381039410829544,0.0007029324769973
seed_0_1_1.xosc,0,0.2695026,0.279590100049973,0,0.322664022445679,0.0041850684210658
seed_0_1_1.xosc,0,0.17286126,0.187042832374573,0,0.220368057489395,0.0034821359440684
seed_0_1_1.xosc,0,0.21137755,0.213542580604553,0,0.181535497307777,0.0007029324769973
seed_0_1_1.xosc,0,0.19794717,0.203874066472054,0,0.141734078526497,0.0007029324769973
seed_0_1_1.xosc,0,0.18547627,0.199416801333427,0,0.116101779043674,0.0
seed_0_1_1.xosc,0,0.12894607,0.116038359701633,0,0.0885828360915184,-0.0007029324769973
seed_0_1_1.xosc,0,0.13836457,0.142969697713852,0,0.0736902803182602,0.0
seed_0_1_1.xosc,0,0.18003964,0.186776667833328,0,0.0548705570399761,-0.0007029324769973
seed_0_1_1.xosc,0,0.18996702,0.169233247637749,0,0.530097246170044,-0.0058115478605031
seed_0_1_1.xosc,0,0.23887381,0.259100139141083,0,0.371695458889008,-0.002779203467071
seed_0_1_1.xosc,0,0.34536767,0.344311535358429,0,0.266190439462662,-0.0024622417986392
seed_0_1_1.xosc,0,0.34536767,0.345367670059204,0,0.221773505210876,0.0
seed_0_1_1.xosc,0,0.29387653,0.259938061237335,0,0.175570100545883,0.0
seed_0_1_1.xosc,0,0.19224277,0.193512499332428,0,0.143799051642418,-0.0017593094380572
seed_0_1_1.xosc,0,0.1862946,0.196850419044495,0,0.110800892114639,0.0014939426910132
